gene,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4
AP3B1,13.1401,14.9205,7.4538,12.1802,5.05444,5.85971,14.7883,4.73031,0,0,0,0
AP3D1,33.4725,33.5362,36.7551,0,22.3419,31.6936,39.2694,19.3375,14.5229,15.4219,13.8021,13.6874
AP4E1;DCAF13P3,1.95523,2.08065,1.66841,1.19666,1.55973,1.64694,3.2633,0.789169,1.02049,0,1.32667,1.2985
APBB1,18.7909,20.1058,0,0,32.5303,0,0,0,0,1.30502,2.84093,1.29317
APBB1IP;LINC00202-2,4.30963,0,0,0,0,9.84903,14.8595,0,0,0,0,0
APC,3.10239,2.9174,0,1.60905,1.67942,1.31571,0,1.33109,0.576676,0,0,1.34817
APCDD1L,0.073938,0.105328,0,0.0202503,0.221431,0.427695,0.231378,0.0578417,0.0736253,0.0403391,0,0
APEH,33.3873,49.8839,25.8522,54.5479,0,27.6244,31.1465,26.6208,6.20157,20.948,12.735,3.40601
APEX1,151.978,151.413,83.5106,173.467,48.8801,105.162,109.567,94.189,20.5905,68.3355,84.0061,14.7687
APH1B,3.54607,5.20093,5.33804,1.87844,2.8472,2.78675,3.13058,2.45645,1.51093,0.924889,2.08196,0.893844
API5,0,0,0,0,0,13.8954,0,0,0,0,0,0
APLN,0.974137,0.365414,0,0.0661178,0.0192347,8.05696,1.13993,2.97334,0.0625177,0.432166,1.26632,0.551719
APLNR,4.60874,0.239233,0.157543,0.11539,0.836697,1.09948,7.9635,0.806388,0.126808,0.723772,1.3744,0.323158
APLP1,4.61108,21.4562,5.11527,24.264,1.45661,10.9748,5.39323,8.7554,1.75318,0,7.37601,1.60017
APLP2,144.258,263.753,223.992,159.607,59.299,216.705,113.151,75.4041,58.2837,46.6867,37.2606,46.7793
APOBEC3H,1.0887,0,0.582749,0.935922,0,0,2.82581,0.249452,0.22892,0.510205,1.17558,0.842935
APOBR,2.3057,1.3242,1.31357,3.0419,0.341612,11.4888,4.95054,1.85603,0.857645,1.29201,1.92173,0
APOC1,4.41347,82.3604,54.9934,12.6448,7.19168,581.836,1026.2,216.162,59.0401,105.515,61.7835,2937.59
APOC2;APOC4;APOC4-APOC2,9.28304,1.68092,4.41592,3.87607,0,12.1531,55.9372,11.9616,7.38603,11.0041,3.10758,126.141
APOD,16.7187,6.66356,6.0713,1.88312,180.393,11.348,2.01514,2.10831,3.25869,3.2019,5.17022,39.1002
APOE,7.05217,93.1422,116.174,5.60469,10.4137,797.338,311.156,145.003,62.2443,131.332,62.0482,2080.15
APOL1,78.2799,172.475,57.939,98.2183,22.1367,0,97.3391,15.8524,469.422,37.2236,22.5538,21.5394
APOL3,19.3206,8.5351,7.61388,4.42971,24.3304,17.788,39.3245,0,18.2724,5.78959,7.00087,2.36944
APOO,0,0,0,0,0,0,0,6.73257,0,0,0,0
APP,0,0,162.543,0,0,0,0,0,0,0,135.355,0
APPL2,9.07108,13.5211,9.35788,10.1775,10.5071,9.33697,10.9648,5.58397,5.58285,5.43313,0,10.1135
APRT,78.1638,85.9724,63.0939,152.851,51.3131,151.107,96.0679,115.493,16.2664,36.1965,24.6658,21.1211
AQP1,90.8807,3.79025,6.38348,3.05937,101.67,5.92542,25.081,4.92825,2.10791,10.167,6.66331,0
AQP3,36.2613,30.4775,28.7755,22.3364,4.71061,7.7456,5.38025,12.4016,1.52092,11.3333,3.50484,1.41635
AQP5,10.7047,17.8032,3.8295,61.356,0.577152,12.1216,0,0,2.00585,1.49513,0.515035,0.463369
AQP9,0.486275,0.320848,0.0382633,0.111698,0.629079,6.15447,24.629,0.846146,0.150973,1.3801,0.0612594,0
ARAP2,0,0,0,6.15284,0,5.05608,0,0,0,0,0,0
ARCN1,41.172,45.5199,21.9356,36.4679,21.2234,42.697,33.1728,10.6741,0,9.86195,14.1455,0
ARF1,195.892,229.715,118.753,229.747,142.555,259.574,153.13,120.423,40.0674,92.9469,83.8792,51.1528
ARF6,19.3361,27.305,11.8307,25.416,7.42136,23.7867,33.2556,18.6678,0,12.6012,13.2946,4.65882
ARFGAP3,31.9317,37.2303,32.3448,34.175,16.7575,17.8217,0,0,0,0,0,21.5902
ARFGEF1,7.98704,12.8166,0,11.946,3.9135,8.98568,5.36827,5.23486,6.92794,0,0,0
ARFGEF2,6.30701,7.75213,5.43163,5.23561,1.51918,0,0,5.2952,0,3.72754,0,4.76356
ARHGAP1,55.1728,40.1993,17.7905,27.6723,34.0974,38.4532,25.3921,41.3109,15.694,0,14.0541,0
ARHGAP10,5.2461,3.51589,3.25963,1.23022,0,3.37477,5.93962,0.51602,0,0,0,21.3049
ARHGAP11A,0,0,0,0,0,0,0,1.84794,0,0,0,0
ARHGAP18,8.72876,0,0,0,0,0,0,0,0,0,0,4.95018
ARHGAP25,3.80226,0,0,0,0,0,0,0,0,0,4.48502,0
ARHGAP26,18.2388,11.3268,6.76835,11.8264,1.75829,2.99822,0,4.28299,18.3145,3.34178,4.16371,0
ARHGAP29,0,0,5.50691,0,0,4.08752,8.51006,0,16.7896,0,12.4498,0
ARHGAP33,0.608837,0.402715,0.756987,0.384358,1.90791,2.80971,0.645932,7.27055,6.52522,1.62687,0,1.17434
ARHGAP39,5.38434,10.8007,0,14.1334,0.419048,4.28357,1.15734,0,0,0,5.30288,0
ARHGAP4,8.44039,3.89127,6.41123,2.78797,13.1911,21.6679,12.972,0,25.3877,9.20933,0,12.3367
ARHGAP40,0,0,0,0,0,0,0,0,1.34226,0,0,0
ARHGAP5,0,0,0,0,0,5.32169,0,0,0,0,0,0
ARHGAP6,2.89137,1.30756,1.97498,0.230873,0,2.01179,1.3504,0.209973,0.547428,1.46402,0.460598,0.726467
ARHGDIA,0,139.886,0,160.102,0,0,0,0,36.2364,0,0,0
ARHGDIB,129.841,71.2874,37.9276,84.5908,70.4166,123.05,249.285,57.0098,37.0443,29.1969,47.101,87.4383
ARHGEF12,0,0,0,0,0,11.5757,0,0,0,0,0,0
ARHGEF15,0,0.485147,0.546476,0.252129,0,0.59522,2.36843,0.295886,0.0742684,0.36823,0.886134,0
ARHGEF16,0,0,0,0,0,0,0,0,0,4.13762,0,0
ARHGEF25,25.1453,7.16303,8.47533,2.59717,113.002,22.1078,7.56039,9.87565,8.84184,2.7691,6.34995,6.57255
ARHGEF28,6.48829,11.4781,0,0,0,3.3211,2.5,0,0,1.23974,3.1576,0
ARHGEF35,0,0,0,0,0,2.11016,0,0,0,0,0,0
ARHGEF37,0,0,0,3.03545,0,0,0,3.82566,0,0,0,0
ARHGEF38,0,0,0,0,0,0,0.234318,0,0,0,0,0
ARHGEF4,0,0,0,0,0,3.92361,0,0,0,0,0,0
ARHGEF6,0,0,0,0,0,0,0,0,0,0,1.72829,0
ARIH1,0,0,0,0,0,0,0,0,0,0,0,4.1252
ARL1,20.7283,24.837,13.2514,15.1253,14.7769,18.0841,22.1985,10.2103,1.86301,3.92697,10.1527,3.37492
ARL10,0,0,0.500715,0.645828,0.451527,0,0.422474,0.124526,0.01955,0.18129,0.171115,0.593949
ARL14,0.976858,4.24549,1.78565,2.08957,0,0.111883,0.203263,0.69001,0.135842,0,0.0530806,0.134054
ARL14EPL,0.186256,0,0.0839193,0,0,0,0,0,0,0,0.0826143,0
ARL2;ARL2-SNX15;SNX15,63.7857,70.8835,52.0962,0,0,90.0625,70.7135,42.4312,16.7811,25.7168,33.2777,27.0034
ARL3,8.99283,13.0023,74.443,7.27126,10.5036,9.51964,4.69308,0,0,1.35949,20.0019,1.3441
ARL4A,3.31385,3.66937,2.89537,4.56796,3.33593,2.6491,2.7717,1.98042,0.756684,0.552422,1.8671,1.04618
ARL4C,35.0481,69.8931,19.074,102.397,2.71379,0,26.7964,41.6975,14.945,34.0431,0,23.0652
ARL6IP5,49.3626,64.7767,36.8265,52.3853,50.6,68.2347,103.931,29.0818,16.6656,12.9386,23.0592,19.858
ARL6IP6,5.60338,7.14323,6.20612,5.37728,2.71175,6.58511,19.6736,5.3458,0,0,2.62833,1.23877
ARL8A,18.2381,24.3248,12.046,23.1362,12,23.437,14.6318,15.5297,4.80786,0,7.73373,6.53763
ARMC3,0,0,0,0,0,0,0,2.62608,4.86413,0,3.38281,0
ARMC4,0,14.5705,0,0,0,0,0,0,0,0,1.75217,0
ARMC9,12.9238,0,0,0,0,0,0,0,0,0,0,0
ARMCX1,0,0,9.36789,0,0,0,6.65429,0,0,0,0,0
ARNT2,6.00221,7.89718,7.16087,4.90979,0.92484,3.7993,1.85086,4.67957,0.0811452,4.00203,2.53875,1.40661
ARNTL,0,0,0,0,0,3.86313,0,0,0,0,0,0
ARNTL2,1.33958,2.59585,0.782344,1.68481,0.0626811,2.29721,7.81661,1.09398,3.11404,0.529521,0,0
ARPC1A,0,0,0,0,0,0,0,0,16.7382,0,0,0
ARPC3,122.46,130.062,57.6743,108.238,33.9934,72.086,139.892,54.8711,17.4888,28.8757,33.3586,24.0348
ARPC5,52.3326,89.2177,33.3491,66.2926,67.665,84.691,115.762,44.1037,13.2082,30.0335,40.1369,31.1532
ARPC5L,0,0,0,0,0,43.0552,0,0,0,0,0,0
ARRB1,2.49946,1.30597,0.75828,0.63734,6.85551,5.59452,0,2.46563,0.172772,1.6883,0.962798,2.5354
ARRDC2,11.6861,0,16.8708,56.4532,7.27486,0,8.889,20.7097,0,0,0,9.96491
ARRDC4,8.51324,18.6156,0,7.69534,4.14999,7.57109,9.56546,4.01551,1.76099,1.75457,1.53861,4.01483
ARSD,0,0,0,0,0,17.856,0,0,0,0,0,0
ARSD;ARSE,0,0,0,47.4713,0,0,0,0,0,0,0,0
ARSJ,2.62932,4.73612,0,2.79798,1.09205,1.45307,4.37532,0.967805,0.158062,0.483311,1.24614,1.04251
ARX,1.15101,2.53405,7.27137,0.431105,0,3.56013,0.114093,0.426928,0.264788,0,0,0.0302267
AS3MT;C10orf32;C10orf32-AS3MT,14.1205,12.1025,13.0903,11.451,21.707,12.3122,11.2348,9.35454,4.59208,4.3881,0,0
ASAH1,58.0915,78.629,0,25.9562,32.5069,64.8526,110.02,10.4766,8.21468,100.588,32.3391,0
ASB13,9.12291,9.14095,7.83649,7.45357,10.9022,9.37885,8.55179,7.2365,1.40233,2.5262,2.85156,1.75557
ASB2,9.17992,0.130843,0.39001,0.158596,32.8418,0.694283,1.99231,0.647343,0.192913,0.14533,0.875333,0.353326
ASB9,0.832707,0.526982,0.960482,0.53327,0.457172,0.785547,1.64083,0,0.0488495,0.458023,0.22819,0.19247
ASB9P1,0,0,0,0,0,0,0,5.42075,0,0,0,0
ASCC3,5.55216,18.3269,8.98726,5.05702,1.1671,0,15.5001,0,0,0,0,0
ASF1B,2.66317,6.56292,0.505774,5.06222,0.553065,5.0271,10.4525,11.3259,8.37913,0,8.05763,1.76128
ASIC1,0.922432,2.88999,1.32443,1.6041,3.39852,0.978505,0.609634,0.270343,0.0132195,0.0985817,0.894362,0.732009
ASIC2,1.32224,0.632726,0.797353,1.02157,0,0.0335022,0.113288,0.411956,0,0.112971,0.583511,0.081545
ASNA1,41.843,58.5319,25.2842,53.6557,33.8136,41.763,54.7921,37.1284,0,13.183,18.0569,8.32455
ASNSD1,0,0,0,0,0,11.1965,0,0,0,0,0,0
ASPA,0,0,0,0,5.09226,0,0,0,0,0,0,0
ASPHD1,0,0,0,0,0,19.9636,0,0,0,0,0,0
ASPHD2,1.0191,0,0.761781,0.879226,0.458553,0,2.69348,0.36623,0.10432,0.422166,0.815275,0
ASPM,0.471308,0.73424,0.140665,0.431794,0,0.762663,4.10611,1.81641,1.50602,1.92013,2.44891,2.81658
ASRGL1,146.257,134.788,120.567,256.502,2.33056,0,2.33481,36.4742,0,13.2484,0,14.8944
ASS1,158.816,168.895,45.4776,163.581,17.3536,136.801,9.28503,72.2485,100.005,102.492,84.4893,13.5504
ASTN1,0.270405,0.724161,0.985916,0.0411831,0.719352,0.717331,0.0319856,0.220048,0.119035,0.120716,0.176086,0.438127
ATAD2,1.97286,2.53499,0.64468,1.98861,0.871758,4.52088,4.63337,3.96856,15.6007,11.1856,7.09936,0
ATAT1,6.38787,4.71298,8.06299,0,0.726503,6.89297,7.17033,8.76489,5.82425,6.03946,0,0
ATE1,0,0,0,0,0,0,0,1.80136,0,0,0,0
ATF1,0,0,0,0,0,0,0,0,0,3.63547,0,0
ATF2,9.56871,10.1759,6.28686,0,5.50177,8.22266,11.6026,0,8.51977,0,7.23318,0
ATF6,0,0,0,0,0,0,0,0,0,0,0,1.7857
ATF6B,0,0,0,0,0,0,0,0,0,0,16.9386,0
ATG10,0,0,0,0,0,0,3.76599,0,0,0,0,0
ATG16L1,0,0,0,0,0,0,0,0,7.84456,0,0,0
ATG3,0,0,0,0,0,0,0,0,20.7241,0,0,0
ATG4A,4.20439,6.09108,3.13548,3.61083,1.36619,2.72758,7.35231,2.67407,0.856318,1.07347,2.8783,1.09399
ATG5,0,0,0,0,0,0,0,0,0,0,2.837,0
ATHL1,14.9049,6.10626,0,30.1279,0,9.40031,8.71836,76.5762,104.154,128.044,42.3568,0
ATIC,34.9075,32.3017,18.48,32.73,0,22.8212,27.5013,18.3919,10.0927,15.7262,14.205,3.47537
ATOH1,0,0,0,0,0.776284,0,0,0,0,0,0.0574509,0.0764009
ATOH8,1.28707,0.42626,0.533399,0.176889,7.01316,0.838444,0.186001,2.41974,0.0489702,0.155052,0.0997917,0.130867
ATOX1,221.889,315.317,191.183,307.446,215.971,206.154,458.776,300.539,39.3801,150.138,73.1035,152.441
ATP10B,1.14691,0.403147,3.39727,0.0947956,0,0.165815,0.0766827,0.0474461,0.0399679,0.0751667,0.0794733,1.57747
ATP11A,0,9.83248,0,0,0,0,0,0,0,0,0,0
ATP11C,3.97686,3.94936,1.89683,2.8108,1.70314,4.41034,6.0457,1.52397,0.602378,1.6103,3.11566,1.82058
ATP13A3,0,13.9354,0,0,0,0,21.4246,0,0,0,0,0
ATP1A2,1.77707,0.0519,0.322684,0,6.8009,0.367453,0.00990999,0.101952,0.087976,0.102293,0.152441,0.224572
ATP2A2,45.7707,62.29,0,35.1271,10.0379,21.4761,51.388,18.6389,5.02409,0,0,5.99254
ATP2A3,0,0.693923,0,0.900819,6.03806,5.29544,16.2312,1.7402,1.47438,0.785665,1.83633,3.94925
ATP2C2,0,10.8245,0,0,0,10.9641,0,0,0,0,0,0
ATP4B,1.13245,1.67716,5.17952,1.47903,0.0940698,0,0,0,0,0,0.102688,0.0474168
ATP5A1,177.747,157.473,81.6893,136.31,77.6552,70.3927,135.916,67.1991,26.3891,37.606,46.1931,13.3205
ATP5D,65.8909,46.419,44.458,113.218,96.5863,52.4111,13.6936,47.162,28.954,24.9477,17.0117,22.9935
ATP5G1,142.134,78.0519,50.6017,108.929,83.759,42.5663,117.036,43.5378,24.6102,39.4917,35.0311,20.811
ATP5G2,239.554,170.399,139.568,214.144,127.975,105.231,101.084,96.181,47.2951,81.0066,112.014,37.8774
ATP5O,293.063,264.71,162.244,252.581,275.124,224.905,240.088,123.648,83.9768,106.586,149.209,53.919
ATP6AP1,60.2328,79.4253,62.5021,49.4741,25.3554,187.546,105.272,61.7515,33.1976,39.8583,25.6577,50.1857
ATP6AP2,0,0,41.4391,38.6024,26.8294,64.2763,97.8792,35.6382,9.68674,0,22.1953,0
ATP6V0A1;MIR5010,0,0,0,9.44116,10.5001,0,0,0,0,0,0,19.5646
ATP6V0D1,52.4578,64.3566,45.5141,57.6916,46.6604,72.6812,70.2906,45.6838,5.52495,18.7761,9.00791,11.4691
ATP6V0E1,481.125,0,274.842,439.011,302.017,311.232,751.442,241.617,58.4425,156.079,106.15,123.43
ATP6V1A,14.1693,28.3558,14.5717,15.1538,2.51602,15.7854,21.5545,11.737,0,4.40592,7.77374,0
ATP6V1B1,106.343,105.971,15.9451,81.457,0,0,0.0781683,78.0391,0.618805,29.6223,0,0
ATP6V1B2,26.6677,0,0,23.9339,13.5988,41.7185,91.1801,14.6466,5.55002,11.9904,0,0
ATP6V1D,0,0,0,0,0,0,0,0,3.96823,0,0,0
ATP6V1E1,49.9554,55.5478,48.1363,35.5823,42.9004,53.0012,43.2411,19.0665,21.6506,18.3185,12.0867,24.4787
ATP6V1G1,46.8414,76.6123,41.7617,60.0047,32.2887,77.0843,44.7358,71.9979,12.0951,25.5153,33.4964,19.7923
ATP6V1H,23.9235,32.4747,18.1408,20.1614,12.1223,23.2067,26.205,12.4496,11.5441,9.84779,14.9257,12.3156
ATP8B2,10.5535,6.16715,5.27898,1.55026,8.44403,4.34341,4.77262,3.7939,0.760117,1.68905,4.8868,0
ATP8B4,0,0,0,0,4.85239,0,0,0,0,0,0,0
ATP9A,16.2644,0,0,0,6.12847,15.6292,3.81031,0,0,0,9.40074,1.52825
ATPIF1,168.528,394.599,334.039,374.497,153.249,139.685,244.913,143.78,128.922,73.759,135.251,49.6312
ATRN,7.54284,8.80014,4.70464,5.13312,13.0856,6.89992,7.86052,7.36641,1.8713,4.86029,0,1.83335
ATXN1,3.42802,6.39549,0,0,2.26168,0,4.71374,0,5.71683,0,1.70921,0
ATXN10,31.2328,38.4004,54.1108,34.2474,20.4374,20.0438,43.2897,9.07575,9.23123,9.70343,25.1285,2.77019
ATXN1L,0,0,0,0,0,0,5.95366,0,0,0,0,0
ATXN2L,22.2633,27.9688,11.1782,19.9933,5.59514,0,0,0,22.4899,0,14.1613,4.3413
AURKA,1.51378,2.91426,0.422267,1.84635,0.279674,3.4693,10.8902,5.97969,0,5.04985,0,2.80665
AURKB,2.90206,4.36066,1.11966,4.29974,0,2.7578,17.7143,6.48033,3.24857,6.84351,8.5129,0
AUTS2,0,0,0,20.1205,0,0,0,0,0,0,0,0
AVPR1B,0.14638,0,0.120933,0.0396155,0,0.0789406,0,0.111869,0.218617,0.85563,0.168975,0
AZIN1,32.1432,51.9601,22.4717,29.9718,9.92994,41.1936,42.7339,18.1792,12.23,16.2531,13.5157,10.6001
B3GALNT1,0,0,0,0,0,0,0,0,0,0,0,0.611185
B3GALT4,4.26776,10.1445,5.54212,12.7071,4.87236,9.7312,5.30601,9.84269,2.94546,1.58791,1.57124,3.33017
B3GNT1,13.6481,11.836,15.6961,10.261,25.3649,11.8166,11.7816,6.15779,2.763,1.51377,4.30097,2.54193
B3GNT2,11.1781,13.0618,9.89192,11.3073,1.92388,16.9744,18.3518,8.76411,0,6.85449,0,6.06709
B3GNT4,0.1366,0.80245,0.569752,0.247806,0,0.33992,2.73279,0.204727,0.044379,0.341728,0.16383,0.398857
B3GNT5,0,0,0,0,0,0,1.09579,0,0,0,0,0
B3GNT7,8.28985,28.9372,14.4263,17.0211,1.46438,0,2.48119,7.35776,1.41303,5.0299,1.89958,3.33444
B4GALNT3,0,16.7198,0,0,0,0,0,5.83891,0,0,0,0
B4GALT1,59.5587,67.0722,18.3732,32.2126,6.9788,84.2971,53.7737,15.4184,6.99327,21.4419,23.6137,11.5879
B4GALT4,0,0,18.4452,0,0,0,0,0,0,0,0,0
BACE2,42.9901,60.7594,0,93.1544,0,0,30.8741,0,0,0,0,0
BACH1,4.40346,6.4679,3.94295,4.12545,1.75662,0,7.45367,2.58686,0,0,0,3.15456
BAG1,11.8198,13.6019,7.99765,28.7433,7.69566,10.2065,8.45152,8.11307,4.45802,9.31339,3.25909,2.70114
BAG3,0,23.3112,13.2086,25.7754,13.8721,12.6831,42.7106,15.3936,0,0,5.55276,0
BAHCC1,1.55278,2.17404,2.09957,2.63762,2.00776,1.62519,0.54794,5.42824,0.0438592,0.166834,0.261362,0.432818
BAHD1,0,0,0,0,0,0,0,8.68112,0,0,0,0
BAI1,0,0,0,0,0,0,0,11.7882,0,0,0,0
BAIAP2-AS1,4.42074,0,4.23532,4.8569,3.86568,3.03263,2.21997,5.62415,2.39087,0.809765,0,1.22787
BAMBI,4.92649,0,0,3.05895,2.92927,13.0889,3.96255,1.92774,1.38682,0,2.25394,0.910713
BANK1,4.37805,8.78749,1.39361,5.60907,0.119703,0,3.54027,1.32294,0.100799,0,1.51094,1.82671
BARX1,0,0.171299,0.0669664,0,0,1.38491,0,0,0,0.0500391,3.08614,6.07036
BAX,53.2609,79.9432,58.4811,85.2456,15.0411,63.3296,50.2617,34.37,12.9604,28.9347,29.8941,22.8304
BBS10,3.73122,4.40899,2.65004,2.03305,3.35497,2.38269,3.12279,1.48441,1.3159,0.501403,2.77517,0.553756
BBS12,3.92752,5.78301,3.504,3.20931,0.725487,0.992099,1.47402,0.615095,0.919155,0.213386,0.494015,0.134238
BBS4,0,0,0,0,0,0,0,0,4.5995,0,0,0
BBS5,6.60666,7.2014,0,0,0,1.80626,0,0,0,0,0,0
BBS7,3.25215,5.98892,0,2.7685,1.90448,10.8755,3.83848,4.44935,2.18936,0,2.12105,2.45829
BCAM,304.911,273.513,200.06,234.651,19.7868,109.206,6.84523,397.23,118.97,247.154,422.204,27.6396
BCAN,0,0,0,0,0,2.83266,0,0,0,0,0,0
BCAR1,17.1546,31.3361,0,27.0866,10.7059,21.5208,8.31163,17.5878,2.87086,0,6.79547,7.20687
BCAR3,8.55427,18.1857,0,14.1279,3.76957,11.2997,11.4388,7.78163,0,0,0,2.92156
BCAT1,9.69258,16.1513,5.9021,8.17514,1.45502,22.6728,12.2016,15.4683,0.287829,2.45708,0,0
BCHE,0,0,0,0,0,2.08511,0,0,0,0,0,0
BCKDHB,5.77601,9.53471,3.52437,4.49285,7.255,6.09648,10.1389,4.40602,2.71885,0,2.36994,0.772614
BCKDK,25.8478,27.7115,16.8495,26.4817,0,33.3002,0,21.3479,7.99079,7.07143,10.6243,0
BCL11A,5.34371,3.3283,2.45756,8.535,0.0509964,3.34554,1.5627,4.20179,1.36377,3.71823,3.80882,0.550043
BCL2,1.57853,0.923065,0.789458,0.249422,3.18567,1.40257,0,0.452774,0,0,2.36396,0.499128
BCL2A1,3.46168,3.55598,1.69575,2.26692,1.31691,38.3039,59.152,2.39609,0.714609,2.58462,4.27369,28.5683
BCL2L1,57.0517,152.358,69.0891,116.627,8.7382,57.7341,68.5828,71.5574,0,22.4075,46.481,10.6638
BCL2L11,4.53646,6.95126,3.11528,4.21258,1.1614,5.65142,6.57218,0,0,0,0,0.915928
BCL7A,6.96236,10.3651,0,6.88131,1.42393,4.71313,1.57809,7.16429,0.312654,0,0,0.699224
BCL7B,25.3304,20.2764,16.7761,27.1083,23.2555,22.9116,26.548,15.9432,13.6348,4.81141,10.6671,8.80824
BCL7C,0,1.99894,0,0,0,0,0,0,0,0,0,0
BCLAF1,0,23.0531,16.502,21.7154,35.4231,9.97714,20.0929,8.05322,14.3697,6.23197,8.08417,8.76815
BCOR,0,0,0,0,0,6.26321,0,0,0,0,0,0
BCYRN1,0,0,0,0,4.66359,0,0,0,0,0,0,18.4399
BEND7,0,12.9172,0,0,0,0,12.658,0,0,0,0,0
BET1,9.4255,6.60391,4.59881,6.50938,4.31153,7.14638,6.9914,4.41467,0,1.18297,3.61945,2.45269
BET1L,22.2396,20.8788,13.3085,22.1731,21.6601,18.3237,25.3771,8.88472,0,5.38396,10.5771,5.67285
BEX1,3.86805,6.19449,11.9796,2.05424,7.70512,8.52067,0.748329,71.8304,0.0758406,0.157487,3.49147,0.292166
BEX5,3.91554,5.63178,3.37842,0.920802,12.8126,9.70242,26.8286,47.7038,0.965894,1.88384,8.51858,1.01708
BHLHE40,37.4181,44.6918,14.1221,25.7543,0,78.3538,73.8343,0,0,77.9558,21.6663,59.1654
BHLHE41,71.1432,87.2786,45.4243,72.4248,9.57375,40.5349,22.2501,76.3565,66.6873,19.1333,46.9544,0
BHMT2,2.05854,1.2261,0,0.0860373,0,0,0.144252,0,0.183143,0.111512,0,0
BICD1,0,0,0,0,0,6.72871,0,0,0,0,0,0
BICD2,0,0,0,0,0,0,0,6.71541,0,0,0,0
BID,0,0,0,0,0,0,8.2991,0,0,0,0,0
BIN1,19.1831,17.0762,11.4053,11.3568,30.9379,24.4357,9.90546,12.5724,0,8.30392,2.93063,0
BLCAP,40.0183,54.9889,56.9537,35.6202,19.0836,28.9865,24.4187,32.7082,0,0,40.0035,6.63723
BLNK,0,0,0,0,0,0,0,3.56544,0,0,0,0
BLOC1S1;BLOC1S1-RDH5;RDH5,182.865,180.858,139.303,261.67,236.283,155.543,110.568,208.208,50.3918,68.2125,71.7408,72.9022
BLOC1S2,6.59627,11.11,9.74839,6.35561,3.51251,12.4713,23.2614,6.10275,0,0,6.71195,0
BLOC1S6,0,0,0,0,0,0,15.694,0,0,0,0,0
BLVRA,45.7857,37.9984,42.2146,73.6468,52.6996,58.2717,66.9825,27.4542,5.93028,14.0006,11.9642,16.4985
BLVRB,37.8779,33.4933,23.7868,38.6907,68.1467,103.035,60.5996,28.4319,21.9849,13.1296,15.3998,33.1501
BMF,1.53861,1.08212,0.782488,0.761075,7.25381,4.74531,3.35223,4.09545,0,0,3.49766,2.07529
BMI1;COMMD3;COMMD3-BMI1,0,0,0,0,0,0,0,0,0,0,20.7519,0
BMP1,0,0,0,0,19.6,0,0,0,0,0,10.0905,0
BMP2K,0,0,0,3.2906,0,0,0,0,0,0,0,0
BMP3,0.630949,1.63009,0.558245,1.83978,0.0916583,0.0309475,0.0192185,0.0328749,0.0698848,0.0663694,0,0.232517
BMP7,6.75978,4.14404,7.72616,6.23223,0.585028,1.24631,0.0692796,10.2705,0.160323,5.13715,2.98791,0.326687
BMPER,0.245464,1.30092,0,0.658806,1.66561,0.0515088,0.127991,0.0206952,0.0608778,0.143428,0,0
BMS1,0,0,0,0,0,0,0,3.78544,0,0,0,0
BNC2,2.26585,2.144,1.95637,0.536593,5.07525,1.12615,2.54519,0.52313,1.74409,1.31816,1.20033,0
BNIP1,9.36746,6.48336,5.41008,6.50723,5.28214,4.46532,7.61512,3.39301,0.832992,2.49183,2.68072,2.46805
BNIP3,12.7308,15.6774,0,0,3.3033,27.363,29.6549,5.03268,0,0,0,0
BNIPL,0,0,0,0,0,0,0,0,3.04106,0,0,0
BOD1,26.0844,20.7635,12.0462,27.7134,13.9428,24.0833,18.2442,17.4387,5.06902,10.2831,9.98971,1.53679
BOLL,0,0,0,0,0,0,0,0,0.692903,0,0,0
BPGM,10.7171,20.7529,15.6692,13.0578,5.979,14.9937,15.5326,6.58284,0,5.57432,5.89462,6.28009
BPHL,8.44426,0,0,0,0,5.97476,6.69874,0,0,0,0,0
BPIFB3,4.43137,0,0,0,0,0,0,0,0,0,0,0
BRI3BP,4.82869,0,0,0,0,0,0,0,0,0,0,0
BRK1,163.493,177.742,107.856,160.249,220.384,144.644,145.217,123.89,28.8678,128.364,116.212,42.6889
BRMS1L,0,0,0,0,0,0,0,0,0,0,0,1.78817
BRPF3,0,0,0,0,0,10.2411,0,0,0,0,0,0
BSCL2;HNRNPUL2;HNRNPUL2-BSCL2,67.9487,92.0318,72.7375,85.6294,50.893,69.5189,74.4924,68.0864,36.992,39.2992,47.7831,14.4193
BSG,254.466,259.153,193.469,276.479,177.123,286.23,117.194,165.878,51.1108,90.5176,90.1482,62.5559
BSPRY,0,0,0,0,0,0,0,0,0,0,0,0.276549
BTBD10,8.08758,12.9484,6.74869,9.53441,5.99602,6.93544,14.2567,4.17183,4.94109,2.93595,0,2.21388
BTBD2,0,0,0,0,0,0,0,0,10.0023,0,0,0
BTBD3,0,14.4542,11.1452,12.2018,2.21437,5.87318,5.02035,4.34196,3.5401,2.4154,8.60139,0.501887
BTF3,386.129,458.405,246.423,434.535,282.182,301.104,227.986,218.001,75.5987,91.2043,120.303,36.4484
BTN2A2,0,2.34402,2.69769,0,0,6.99177,4.60678,3.21857,0,1.04179,0,0
BTN3A3,8.3634,6.95426,5.85287,4.72197,5.59569,19.9138,12.6723,4.27415,5.74746,3.2367,4.4848,1.64836
